consignee_final,count_or,descr_final,mmyyyy,shipments,container_total,shipments_vrac,weight_total,Sum of ctr_teu,descr_final_eng,hs_sub,hs_head,hs_chpt,biz_company,biz_town,biz_address,biz_phone1,biz_phone2,biz_email,biz_website,biz_cf_email,biz_cf_company,biz_cf_location,biz_cf_phone1,biz_cf_industry_role,biz_cf_other_role
ISLAND DISTRIBUTION SA,CHINA,"CLOU,PUNAISEAVEC OU SANS TETE",2020-11,2,7,0,194155,2,"NAIL, PUNISH ... WITH OR WITHOUT HEAD",H5-731700,H5-7317,H5-73,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,COUCHE POUR BEBE,2020-11,1,2,0,20235,2,DIAPER,H5-961900,H5-9619,H5-96,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,"FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",2020-11,3,17,0,463260,2,"SHEET, STRIP AND SHEET OF STEEL OR OTHER MATERIAL",H5-722599,H5-7225,H5-72,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,FILS EN FER OU EN ACIERS NON ALLIES,2020-11,1,8,0,219230,1,IRON OR NON-ALLOYED STEEL WIRE,H5-721790,H5-7217,H5-72,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,"OUTIL DE TOUT TYPE, OUTIL INTERCHANGEABLE, COFFRE A OUTIL",2020-11,1,1,0,23764,1,"ALL TOOLS, INTERCHANGEABLE TOOLS, TOOL BOXES",H5-820420,H5-8204,H5-82,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,PANNEAU SOLAIRE,2020-11,1,1,0,17960,1,SOLAR PANEL,H5-854140,H5-8541,H5-85,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,"ROULEAUX METALLIQUES,BANDE DEPLOYEE",2020-11,1,6,0,167400,2,"METAL ROLLERS, DEPLOYED BELT",H5-845510,H5-8455,H5-84,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,CHINA,"TOILE METALLIQUE,GRILLAGE ET TRELLIS",2020-11,1,2,0,55390,2,"METAL CANVAS, MESH AND LATTICE",H5-731420,H5-7314,H5-73,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,INDONESIA,DIVERSE MARCHANDISES,2020-11,1,1,0,28186,4,GENERAL GOODS,H5-999999,H5-9999,H5-99,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,INDONESIA,SAVONS,2020-11,1,1,0,28153,4,SOAP,H5-340120,H5-3401,H5-34,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,USA,BATTERIES,2020-11,1,1,0,18322,2,BATTERIES,H5-850650,H5-8506,H5-85,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND DISTRIBUTION SA,USA,BOIS DE CHARPENTE,2020-11,1,0,1,362984,1,LUMBER,H5-440799,H5-4407,H5-44,Island Distribution S.A.,Delmas,"20, Delmas 29",50928167575,50928167676,info@islanddistributionsa.com,www.islanddistributionsa.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com,sonia.handal@haitian-int.com
ISLAND POWER SUPPLY,CHINA,BOUTEILLE DE GAZ AU GPL,2020-11,1,3,0,59400,2,LPG GAS BOTTLE,H5-731100,H5-7311,H5-73,Island Power Supply,Tabarre,"Cazeau, Route Nationale # 1",50937441519,n/a,ipshaiti509@gmail.com,n/a,,,,,,
ISLAND POWER SUPPLY,CHINA,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",2020-11,2,2,0,33800,3,"GENERATOR, ROTARY CONVERTER",H5-850240,H5-8502,H5-85,Island Power Supply,Tabarre,"Cazeau, Route Nationale # 1",50937441519,n/a,ipshaiti509@gmail.com,n/a,,,,,,
ISLAND POWER SUPPLY,INDIA,INVERTER,2020-11,1,1,0,6604,2,INVERTER,H5-850440,H5-8504,H5-85,Island Power Supply,Tabarre,"Cazeau, Route Nationale # 1",50937441519,n/a,ipshaiti509@gmail.com,n/a,,,,,,
KARYNA SA,USA,ARTICLES DE TABLE,2020-11,1,1,0,12285,1,TABLE ARTICLES,H5-940330,H5-9403,H5-94,Karyna S.A.,Petion-Ville,"8, Puits Blain 7, Route de Frères",50928130373,50928160373,info@karynasa.com,www.karynasa.com,,,,,,
KAY CLAUDY SA,MALAYSIA,HUILE DE PALME,2020-11,1,1,0,25350,2,PALM OIL,H5-151110,H5-1511,H5-15,Kay Claudy,Port-au-Prince,"52, Boulevard Jean-Jacques Dessalines, Pont Rouge",50929430603,50929438572,n/a,n/a,,,,,,
KAY CLAUDY SA,MALAYSIA,LAIT CONCENTRE SUCRE,2020-11,1,4,0,108004,4,SWEETENED CONDENSED MILK,H5-040210,H5-0402,H5-04,Kay Claudy,Port-au-Prince,"52, Boulevard Jean-Jacques Dessalines, Pont Rouge",50929430603,50929438572,n/a,n/a,,,,,,
KAY CLAUDY SA,TURKEY,LEVURES,2020-11,1,1,0,18040,4,YEAST,H5-210210,H5-2102,H5-21,Kay Claudy,Port-au-Prince,"52, Boulevard Jean-Jacques Dessalines, Pont Rouge",50929430603,50929438572,n/a,n/a,,,,,,
KAY DUPUY SA,USA,PAPIER CADEAU,2020-11,0,0,0,0,6,GIFT WRAP,H5-482390,H5-4823,H5-48,Kay Dupuy,Delmas,"61, Autoroute de Delmas, (entre Delmas 12 et 14)",50929475716,50928161505,kaydupuy@gmail.com,n/a,,,,,,
KAYCHEN HARDWARE SA,BRAZIL,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2020-11,2,7,0,186243,1,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,Kaychen,Port-au-Prince,"3, Imp. Larco, Route Nationale # 1, Sarthe",50936509000,50936519000,vicad4@yahoo.com,www.kaychen.net,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com
KAYCHEN HARDWARE SA,CHINA,"TUBES, TUYAUX ET ACCESSOIRES EN PLASTIQUE",2020-11,1,1,0,6776,2,"TUBE, PIPE AND THEIR ACCESSORY, PLASTIC MATERIALS",H5-391739,H5-3917,H5-39,Kaychen,Port-au-Prince,"3, Imp. Larco, Route Nationale # 1, Sarthe",50936509000,50936519000,vicad4@yahoo.com,www.kaychen.net,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com
KAYCHEN HARDWARE SA,INDIA,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2020-11,1,6,0,155358,5,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,Kaychen,Port-au-Prince,"3, Imp. Larco, Route Nationale # 1, Sarthe",50936509000,50936519000,vicad4@yahoo.com,www.kaychen.net,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com,vicad4@yahoo.com
LA MENAGERE SA,PANAMA,MARCHANDISE GENERALE,2020-11,1,1,0,13345,5,GENERAL GOODS,H5-999999,H5-9999,H5-99,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,BRAZIL,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2020-11,8,54,0,1429021,10,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,BRAZIL,PORTE EN BOIS ET ACCESSOIRES,2020-11,1,2,0,40910,2,WOODEN DOOR AND ACCESSORIES,H5-441820,H5-4418,H5-44,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,ARDOISE,2020-11,1,2,0,52000,2,SLATE,H5-680300,H5-6803,H5-68,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,ARTICLES EN GRES,2020-11,1,2,0,56000,3,STONEWARE ARTICLES,H5-691490,H5-6914,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,ARTICLES ET ACCESSOIRES DE BEBE,2020-11,2,2,0,14664,2,BABY ARTICLES AND ACCESSORIES,H5-611190,H5-6111,H5-61,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"ARTICLES, ACCESSOIRES DE MAISON",2020-11,1,1,0,5460,1,"ARTICLES, HOME ACCESSORIES",H5-999999,H5-9999,H5-99,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"COLLES ET AUTRES ADHESIFS PREPARES,TAPE",2020-11,1,2,0,19920,2,"GLUES AND OTHER PREPARED ADHESIVES, TAPE",H5-350610,H5-3506,H5-35,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,CONGELATEURS,2020-11,3,8,0,51753,2,FREEZERS,H5-841840,H5-8418,H5-84,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,DIVERSE MARCHANDISES,2020-11,2,2,0,9632,4,GENERAL GOODS,H5-999999,H5-9999,H5-99,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"EMBALLAGE PLASTIQUE, SAC ET SACHET PLASTIQUES",2020-11,2,2,0,51700,2,"PLASTIC PACKAGING, PLASTIC BAG AND BAG",H5-392329,H5-3923,H5-39,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,EPONGE TOILE A RECURER,2020-11,1,2,0,17672,2,SCOURING CANVAS,H5-391290,H5-3912,H5-39,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"EVIER, LAVABO, BAIGNOIRE, WATER-CLOSET",2020-11,2,3,0,64312,4,"SINK, SINK, BATH, WATER-CLOSET",H5-691090,H5-6910,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,FAUTEUIL A BASCULE POUR BEBE,2020-11,1,1,0,6697,4,ROCKING CHAIR FOR BABY,H5-940350,H5-9403,H5-94,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,FOUR MENAGER,2020-11,2,2,0,22880,2,HOUSEHOLD OVEN,H5-732111,H5-7321,H5-73,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"HAUT PARLEUR, AMPLIFICATEUR, MICRO",2020-11,1,1,0,9140,2,"SPEAKER, AMPLIFIER, MIC ...",H5-851890,H5-8518,H5-85,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,JEU MATHEMATIQUE,2020-11,1,1,0,23319,2,MATHEMATICAL GAME,H5-950490,H5-9504,H5-95,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,JOUET DE TOUT TYPE,2020-11,2,2,0,11053,4,ALL TOYS,H5-950300,H5-9503,H5-95,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,MARCHANDISE GENERALE,2020-11,10,10,0,93098,2,GENERAL GOODS,H5-999999,H5-9999,H5-99,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"OUVRAGES EN CERAMIQUE, EN PORCELAINE",2020-11,1,1,0,27588,1,"WORKS IN CERAMIC, PORCELAIN ...",H5-691410,H5-6914,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,RECHAUD GAZ,2020-11,1,1,0,12560,2,GAS STOVE,H5-732111,H5-7321,H5-73,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,RECIPIENTS EMAILLES,2020-11,1,1,0,11331,2,ENAMELLED CONTAINERS,H5-732399,H5-7323,H5-73,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"RECIPIENTS ISOTHERMES, THERMOS",2020-11,4,5,0,43685,1,"ISOTHERMAL CONTAINERS, THERMOS",H5-961700,H5-9617,H5-96,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,TELEVISION,2020-11,1,1,0,6950,2,TELEVISION,H5-852872,H5-8528,H5-85,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,"TULLE,TULLE BOBINOT,TISSU MAILLE NOUEE,DENTELLE,MOUSTIQUAIRE",2020-11,1,1,0,7517,1,"TULLE, TOBLE BOBINOT, KNITTED FABRIC, LACE, MOSQUITO NET",H5-630493,H5-6304,H5-63,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,CHINA,VAISSELLE EN PORCELAINE ET CERAMIQUE,2020-11,1,1,0,23970,2,PORCELAIN AND CERAMIC DISHES,H5-691110,H5-6911,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,INDIA,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2020-11,6,50,0,1382022,1,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,INDIA,CHAISE EN PLASTIQUE,2020-11,3,3,0,18175,1,PLASTIC CHAIR,H5-940370,H5-9403,H5-94,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,INDIA,"RECIPIENTS ISOTHERMES, THERMOS",2020-11,2,2,0,9736,3,"ISOTHERMAL CONTAINERS, THERMOS",H5-961700,H5-9617,H5-96,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,SPAIN,BARRES ET PROFILES EN ALUMINIUM,2020-11,0,0,0,0,7,ALUMINUM BARS AND PROFILES,H5-760429,H5-7604,H5-76,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LA MENAGERE SA,SPAIN,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2020-11,4,5,0,105991,1,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,La Menagère S.A. - Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928131890,50928131891,n/a,n/a,,,,,,
LABORATOIRES FARMATRIX SA,INDIA,BOUTEILLE EN PLASTIQUE,2020-11,1,1,0,3470,1,PLASTIC BOTTLE,H5-392330,H5-3923,H5-39,Laboratoires Farmatrix,Delmas,"Autoroute de Delmas, en face Delmas 10, Complexe Caribbean Contractor",50928131916,50928130503,farmatrixsa@labfarmatrix.com,www.labfarmatrix.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,BRAZIL,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",2020-11,2,11,0,304456,2,"TIMBER, PLATES, SIMILAR LAMINATES",H5-441234,H5-4412,H5-44,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,BRAZIL,PANNEAUX DE FIBRE DE BOIS OU AUTRE MATIERES LIGNEUSES,2020-11,1,15,0,395136,1,WOOD FIBER OR OTHER WOODEN MATERIALS,H5-441194,H5-4411,H5-44,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",2020-11,2,5,0,140000,1,"TIMBER, PLATES, SIMILAR LAMINATES",H5-441234,H5-4412,H5-44,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"CLOU,PUNAISEAVEC OU SANS TETE",2020-11,1,3,0,81600,2,"NAIL, PUNISH ... WITH OR WITHOUT HEAD",H5-731700,H5-7317,H5-73,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,DIVERSE MARCHANDISES,2020-11,1,1,0,27675,1,GENERAL GOODS,H5-999999,H5-9999,H5-99,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",2020-11,1,2,0,14800,2,"SHEET, STRIP AND SHEET OF STEEL OR OTHER MATERIAL",H5-722599,H5-7225,H5-72,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,MARCHANDISE GENERALE,2020-11,1,1,0,25528,4,GENERAL GOODS,H5-999999,H5-9999,H5-99,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"OUVRAGES EN AMIANTE-CIMENT,CELLULOSE-CIMENT OU SIMILAIRES",2020-11,1,1,0,5916,3.25,"ARTICLES OF ASBESTOS-CEMENT, CELLULOSE-CEMENT OR THE LIKE",H5-681140,H5-6811,H5-68,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"OUVRAGES EN METAUX, ANSE",2020-11,2,4,0,89392,1,"METAL WORKS, HANDLE",H5-732690,H5-7326,H5-73,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,PANNEAU SOLAIRE,2020-11,1,2,0,47036,1,SOLAR PANEL,H5-854140,H5-8541,H5-85,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"REVETEMENTS SOL, MUR, PLAFOND, MATIERES PLASTIQUES",2020-11,1,1,0,22242,2,"FLOOR, WALL, CEILING, PLASTIC MATERIALS",H5-392690,H5-3926,H5-39,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"TOILE D'OMBRAGE,BACHE,HOUSSE DE PROTECTION",2020-11,1,1,0,27500,1,"SHADING CANVAS, COVER, PROTECTIVE COVER",H5-999999,H5-9999,H5-99,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,TRAITEMENT POUR ESSENCE,2020-11,1,1,0,6888,1,ESSENCE TREATMENT,H5-999999,H5-9999,H5-99,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,CHINA,"TUBES, TUYAUX ET ACCESSOIRES EN PLASTIQUE",2020-11,3,4,0,39372,26,"TUBE, PIPE AND THEIR ACCESSORY, PLASTIC MATERIALS",H5-391739,H5-3917,H5-39,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,COLOMBIA,"EVIER, LAVABO, BAIGNOIRE, WATER-CLOSET",2020-11,1,3,0,57833,22,"SINK, SINK, BATH, WATER-CLOSET",H5-691090,H5-6910,H5-69,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
LE FLAMENGO IMPORT EXPORT SA,INDIA,BARRES ET PROFILES EN ACIER ALLIE,2020-11,0,0,0,0,18,ALLOY STEEL BARS AND PROFILES,H5-722860,H5-7228,H5-72,Le Flamengo Import Export S.A.,Port-au-Prince,"Rue L. Joseph, Imp. Flamengo, Route Nationale # 1, Drouilllard",50928131348,50928131349,sales@flamengo-import-export.com,www.flamengo-import-export.com,,,,,,
