index,cnt_size_final,cnt_type,cnt_teu,consolidated,short_shipped,shipper,consignee,notify,number_of_packages,package_type,descr,new_descr,port_origin,port_tss,port_dest,count_origin,count_tss,count_dest,r1_origin,r1_tss,r1_dest,r2_origin,r2_tss,r2_dest,loc_code,date_of_arrival,voyage,vessel,carrier,mode,id,shipments,container_total,shipments_vrac,weight_total,date2,country,TEU,transcountry,CTN,bol_ref
14959,20GP,DRY,1,,,CHOICE OF NATURE USA ,CYNTHIA COSMETIC DISTRIBUTION ,0,2700, DIFFEREN T,SLWC.2700PC SAID TO CONTAIN: ASSORTED PROTEIN GEL REGULAR/SUPER AES ITN: X20201112848105 USD 0.00 M,"PRODUIT DE BEAUTE, MAQUILLAGE, POUR SOIN DE PEAU,MANUCURE",PORT EVERGLADES - FL,PORT EVERGLADES - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44153,157S,DELPHINUS,KING OCEAN SERVICES,SEA,KOC_11-18-2020_SYD-39-1-TSLU-400263-3,1,1,0,17336,44136,USA,1,USA,TSLU-400263-3,PEVPAP04508
14949,40HC,DRY,2,,,SHENZHEN SHENGSHI TIANHE ELECTRONIC ,AYDTECH ENTREPRISE ,MONDELICE TROPNAS VIVIANE ,285, CARTON,SOLAR SYSTEM HS CODE:8501610000 INVERTER HS CODE:8504403090 SOLAR CHARGE CONTROLLER HS CODE:9032899090 CHAIN LINK FENCE HS USD 0.00 NONE,DIVERSE MARCHANDISES,SHEKOU,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44153,2381DS,TORONTO TRADER,CMA/CGM,SEA,CMA_11-18-2020_SYD-28-1-DFSU7507855,1,1,0,14580,44136,China,2,Jamaica,DFSU7507855,SHZ3044017
14939,40GP,DRY,2,,,EDGARD PETIT ,YOUSELINE ADENCY ,.NOT AVAILABLE. ,1, PIECE,STC: 1 LOT OF PERSONAL EFFECTS USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44153,157S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-18-2020_SYD-144-1-AMLU4052336,1,1,0,6033,44136,USA,2,USA,AMLU4052336,1031031521
14929,40GP,DRY,2,,,MARC MAXIRENE BENJAMIN ,METRO SERVICES ,.NOT AVAILABLE. ,158, PIECE,STC: 158 PCS PERSONAL EFFECTS 30 BOXES OF USED CLOTHING 10 BOXES OF USED SHOES 5 BOXES OF USED HAND BAGS 15 USED TELEVISION 15 USED USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44153,157S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-18-2020_SYD-121-1-FCIU8603802,1,1,0,19505,44136,USA,2,USA,FCIU8603802,1031031498
14919,40GP,DRY,2,,,DULYS DUCATEL ,PF SERVICE ,.NOT AVAILABLE. ,305, PIECE,STC: 305 PCS PERSONAL EFFECTS 12 BOXES USED CLOTHING 10 BALES USED CLOTHING 10 BOXES USED SHOES 15 BOXES USED HANDBAGS 2 USED USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44153,157S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-18-2020_SYD-132-1-FSCU8059468,1,1,0,24948,44136,USA,2,USA,FSCU8059468,1031031509
14909,40GP,DRY,2,,,ALLIANCE INT'L SHIPPING LLC ,FYTO GERMAIN ,.NOT AVAILABLE. ,81, PIECE,STC: 81 PIECES 1 LOT PERSONAL EFFECTS 5 USED MATTRESSES 6 SACK BEANS 10 SACKS RICE 10 USED CLOTHING BALES 40 BOXES MIXED USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44153,157S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-18-2020_SYD-142-1-UESU4538348,1,1,0,11793,44136,USA,2,USA,UESU4538348,1031031519
14899,40HC,DRY,2,,,"HEWBONN INTERNATIONAL GROUP CO., ",CRISTO S.A. ,SAME AS CNEE ,,,TOILET PAPER ROLL USD 0.00 N/M,PAPIER HYGIENIQUE,QINGDAO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44153,2381DS,TORONTO TRADER,CMA/CGM,SEA,CMA_11-18-2020_SYD-24-1-TCKU6268938,1,1,0,0,44136,China,0,Jamaica,TCKU6268938,QDNH100130
14889,40HC,DRY,2,,,"LUOYANG YISHENGDA IMP&EXP CO., LTD ",VALERIO CANEZ S.A. ,VALERIO CANEZ S.A. ,2591, CARTON,TV STAND AND FIRE PROOF CABINET FREIGHT PREPAID USD 0.00 N/M,MARCHANDISE GENERALE,NANSHA,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44153,2381DS,TORONTO TRADER,CMA/CGM,SEA,CMA_11-18-2020_SYD-6-1-FSCU8368913,1,1,0,26938,44136,China,2,Jamaica,FSCU8368913,GGZ1155024
14879,20GP,DRY,1,,1,FAIRFIELD RICE INC ,AMA TRADERS S.A. ,AMA TRADERS S.A. ,,,1000 BAGS GUAYANA WHITE RICE USD 0.00 N/M,RIZ,GEORGETOWN,POINTE A PITRE,LAFITO,GUYANA,GUADELOUPE,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-60-1-CMAU0957804,1,1,0,0,44136,Guyana,0,Guadeloupe,CMAU0957804,CUY0108247
14869,20GP,DRY,1,,1,FAIRFIELD RICE INC ,AMA TRADERS S.A. ,AMA TRADERS S.A. ,,,1000 BAGS GUAYANA WHITE RICE USD 0.00 N/M,RIZ,GEORGETOWN,POINTE A PITRE,LAFITO,GUYANA,GUADELOUPE,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-60-1-TCLU3978830,1,1,0,0,44136,Guyana,0,Guadeloupe,TCLU3978830,CUY0108247
14859,20GP,DRY,1,,1,FAIRFIELD RICE INC ,AMA TRADERS S.A. ,AMA TRADERS S.A. ,,,1000 BAGS GUAYANA WHITE RICE USD 0.00 N/M,RIZ,GEORGETOWN,POINTE A PITRE,LAFITO,GUYANA,GUADELOUPE,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-60-1-TRHU1122445,1,1,0,0,44136,Guyana,0,Guadeloupe,TRHU1122445,CUY0108247
14849,20GP,DRY,1,,1,CI DE AZUCARES Y MIELES SA ,AMA TRADERS S.A. ,AMA TRADERS S.A. ,,,"14999 BAGS 374.975 MT OF COLOMBIAN RAW SUGAR, WITH MINIMUM POLARIZATION 98 DEGREES, MAXIMUM MOISTURE 0.2%, MAXIMUM USD 0.00 N/M",SUCRES,BUENAVENTURA,CARTAGENA,LAFITO,COLOMBIA,COLOMBIA,HAITI,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-4-1-DRYU2811252,1,1,0,0,44136,Colombia,0,Colombia,DRYU2811252,BGA0272631
14839,20GP,DRY,1,,1,NAHTA CHEMFOOD INDUSTRIES ,SIPAL HAITI SA ,SIPAL HAITI SA ,17920, EMBALLA GE EN MATIERE PLASTIQU E,16x20'  CONTAINER  REFINED IODISED FREE FLOW SALT 17920 Bags Packed in 25kg Bags S/BILL No.: 5022666 Dt: 07.09.2020. Inv No: E010 Dt: USD 0.00 IODISED SALT 25Kg Bags,SEL ET CHLORURE DE SODIUM,MUNDRA,VALETTA,LAFITO,INDIA,MALTA,HAITI,ASIA,EUROPE,CARIBBEAN,SOUTH ASIA,SOUTHERN EUROPE,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-62-1-APZU3511873,1,1,0,449600,44136,India,1,Italy,APZU3511873,EID0317291
14829,20GP,DRY,1,,1,NAHTA CHEMFOOD INDUSTRIES ,SIPAL HAITI SA ,SIPAL HAITI SA ,,,16x20'  CONTAINER  REFINED IODISED FREE FLOW SALT 17920 Bags Packed in 25kg Bags S/BILL No.: 5022666 Dt: 07.09.2020. Inv No: E010 Dt: USD 0.00 IODISED SALT 25Kg Bags,SEL ET CHLORURE DE SODIUM,MUNDRA,VALETTA,LAFITO,INDIA,MALTA,HAITI,ASIA,EUROPE,CARIBBEAN,SOUTH ASIA,SOUTHERN EUROPE,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-62-1-ECMU1968540,1,1,0,0,44136,India,0,Italy,ECMU1968540,EID0317291
14819,40RF,reefer,2,,1,BRF S.A. RUA JORGE ,TO THE ORDER OF HAITI FOOD SUPPLY ,"HAITI FOOD SUPPLY SA  RUE AEROPORT, ",2250, CARTON,2250 CARTONS FROZEN PORK HIND FEET -N.C.M.:0206.49.00 - NW 27000.000 KGS / GW 28107.000 KGS RUC: USD 0.00 AS PER SHIPPER .,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",NAVEGANTES,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-58-1-BMOU9713175,1,1,0,28107,44136,Brazil,2,Jamaica,BMOU9713175,CUR9026546A
14809,20GP,DRY,1,,1,TEREOS ACUCAR E ENERGIA BRASIL S.A. ,TO ORDER ,BRASSERIE NATIONALE D HAITI S.A. ,,,26 MT OF BRAZILIAN REFINED SUGAR USD 0.00 N/M,LAIT EN POUDRE,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-119-1-ECMU2180676,1,1,0,0,44136,Brazil,0,Jamaica,ECMU2180676,SSZ0838381
14799,40HC,DRY,2,,1,TAXTRAN LIMITED ,CARRIBEX S.A. ,SAME AS CONSIGNEE ,,,2843 BUNDLES (TOTAL TWO THOUSAND EIGHT  HUNDRED FOURTY THREE BUNDLES ONLY)   893 BUNDLES 3 PLY EMPTY CORRUGATED CARTONS INVOICE USD 0.00 TM 8  1-893 TM 4 1-38 TM 1 1-1008 TM 4 39-943,CARTON,NHAVA SHEVA,VALETTA,LAFITO,INDIA,MALTA,HAITI,ASIA,EUROPE,CARIBBEAN,SOUTH ASIA,SOUTHERN EUROPE,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-1-1-TCKU6397642,1,1,0,0,44136,India,0,Italy,TCKU6397642,AMC0968670
14789,20GP,DRY,1,,1,TEREOS ACUCAR E ENERGIA BRASIL ,TO ORDER ,INDUSTRIE SAN MIGUEL DÂ´HAITI S.A. ,,,"286 MT OF BRAZILIAN REFINED SUGAR NET WEIGHT: 286.000 MT GROSS WEIGHT: 286.9152 MT NUMBER OF BAGS: 5,720 BAGS   NCM / NALADI: USD 0.00 N/M",SUCRES,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-117-1-TEMU1026772,1,1,0,0,44136,Brazil,0,Jamaica,TEMU1026772,SSZ0835629
14779,40RF,reefer,2,,1,PJ IMPEX INC. ,HAITI FOOD SUPPLY S.A. ,HAITI FOOD SUPPLY S.A. ,2600, CARTON,"CARTONS FROZEN CHICKEN DRUMSTICKS 26,000 KGS NET AUTHORIZED FOR SUMMARY REPORTING NO. SUM2028 HS CODE 020714 USD 0.00 N/M","VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",SAINT JOHN,KINGSTON,LAFITO,CANADA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_NORTHEAST,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-16-1-CGMU6510806,1,1,0,27000,44136,Canada,2,Jamaica,CGMU6510806,CAN0513000
14769,20GP,DRY,1,,1,DEGIRMENCI TEKSTIL TARIM URUNLERI ,CARIBBEAN FOOD MANUFACTURING S.A. ,CARIBBEAN FOOD MANUFACTURING S.A. ,,,CORN GRITS TYPE 108 HS CODE 11031310 P.O. NUMBER : 604-43520 FREIGHT PREPAID USD 0.00 N/M,MAIS,ISKENDERUN,VALETTA,LAFITO,TURKEY,MALTA,HAITI,EUROPE,EUROPE,CARIBBEAN,SOUTHEASTERN EUROPE,SOUTHERN EUROPE,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-68-1-WFHU1349980,1,1,0,0,44136,Turkey,0,Italy,WFHU1349980,ISB0515936
14759,20GP,DRY,1,,1,EUROMETAL SERVICE ,ACIERIE D'HAITI ,ACIERIE D'HAITI ,,,ELECTRO GALVANIZED BINDING WIRE EMS 16612 LAFITO FREIGHT PREPAID USD 0.00 N/M,"FILS , CABLES EN ACIER INOXYDABLE",TIANJIN XINGANG,QINGDAO,LAFITO,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-127-1-CMAU0047738,1,1,0,0,44136,China,0,China,CMAU0047738,TSCM077560
14749,20GP,DRY,1,,1,EUROMETAL SERVICE ,ACIERIE D'HAITI ,ACIERIE D'HAITI ,135, PIECE,"GALVANIZED CORRUGATED SHEETS TOTAL NET WEIGHT: 403,386 MT EMS 16518 LAFITO FREIGHT PREPAID USD 0.00 N/M","FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",TIANJIN XINGANG,QINGDAO,LAFITO,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-128-1-APZU3402569,1,1,0,406086,44136,China,1,China,APZU3402569,TSCM077753
14739,20GP,DRY,1,,1,EUROMETAL SERVICE ,ACIERIE D'HAITI ,ACIERIE D'HAITI ,,,"GALVANIZED CORRUGATED SHEETS TOTAL NET WEIGHT: 403,386 MT EMS 16518 LAFITO FREIGHT PREPAID USD 0.00 N/M","FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",TIANJIN XINGANG,QINGDAO,LAFITO,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-128-1-IPXU3879418,1,1,0,0,44136,China,0,China,IPXU3879418,TSCM077753
14729,40GP,DRY,2,,1,TAXTRAN LIMITED ,ED/ AN DISTRIBUTION ,ED/ AN DISTRIBUTION ,2561, CARTON,"MUSICAL INSTRUMENTS, CHALK & PLASTIC BAGS FREIGHT PREPAID USD 0.00 7765 ITEM NO. C/NO.",DIVERSE MARCHANDISES,QINGDAO,KINGSTON,LAFITO,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-107-1-TCKU4763824,1,1,0,27009,44136,China,2,Jamaica,TCKU4763824,QDSW065593
14719,40HC,DRY,2,,1,GF TRANSPORTES & REP LTDA ,ACIERIE D'HAITI ,ACIERIE D'HAITI ,,,"PINE PLYWOOD C/C NATURAL,  WBP, RED EDGES   1220 X 2440 X 17MM   60 PALLETS  160,926M3   CARB PHASE 2 AND TSC TITLE VI COMPLIANT, USD 0.00 PO# P1124","BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",PARANAGUA,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-116-1-CMAU5005545,1,1,0,0,44136,Brazil,0,Jamaica,CMAU5005545,SSZ0834960
14709,20RF,reefer,1,,1,TOLARAM OVERSEAS CORPORATION ,MIMA S.A. ,MIMA S.A. ,380, EMBALLA GE EN MATIERE PLASTIQU E,TOTAL 380 BAGS   100 BAGS x 50 KGS = 5000 KGS NETT TOC LEMON NO.2 SHELLAC MACHINE MADE GROSS WEIGHT: 5119.00 KGS NET WEIGHT: USD 0.00 MIMASA - MTO 3482 SHELLAC LEMON NO.2 BATCH NO.990 PORT AU PRINCE NET WEIGHT 50 KGS PRODUCT OF INDIA MIMASA - MTO 3482 SHELLAC LEMON,"GOMME LAQUE; GOMMES, RESINES",KOLKATA,KINGSTON,LAFITO,INDIA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,SOUTH ASIA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-42-1-CGMU2987935,1,1,0,12295,44136,India,1,Jamaica,CGMU2987935,CII0142797
14699,20GP,DRY,1,,1,"QUIMICA DEL REY, SA DE CV CALZ. ","CARRIBEX, S.A ","CARRIBEX, S.A ",,,"WITH 25 BIG BAGS CONTAINING: SULFATO DE SODIO ANHIDRO NET WEIGHT: 25,000 KGS PEDIDO 20203124 HS CODE: 28331101,WITH 25 BIG BAGS USD 0.00 N/M",SULFATE,ALTAMIRA,KINGSTON,LAFITO,MEXICO,JAMAICA,HAITI,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-87-1-CMAU1587622,1,1,0,0,44136,Mexico,0,Jamaica,CMAU1587622,MXO0500182
14689,40HC,DRY,2,,,KERRY DO BRASIL LTDA (391) ,HUHSA-HUILERIES HAITIENNES S.A. ,HUHSA-HUILERIES HAITIENNES S.A. ,,,"03 CONTAINERS OF 40HC WITH 3240 BAGS CONTAINING: KERRYLAC 900 SS 25KG COD 20524030 INVOICES : 900555898 , , 900555643,  900555852 USD 0.00 KERRY / BRASIL HUHSA 20524030 HAITI",LAIT EN POUDRE,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-118-1-SEGU6135960,1,1,0,0,44136,Brazil,0,Jamaica,SEGU6135960,SSZ0835678
14679,40GP,DRY,2,,,TME ,American Embassy ,American Embassy ,2, VEHICULE AUTOMOB ILE,"1 Container Said to Contain 2 vehicles Vehicle Type: Toyota Land Cruiser Hardtop 10 seater, 5 door. VIN: 301489 USD 0.00 N/M",VOITURE SUV D'OCCASION,ALGECIRAS,MANZANILLO - PA,PORT-AU-PRINCE,SPAIN,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,SOUTHERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-29-1-PONU1657253,1,1,0,4474,44136,Spain,2,Panama,PONU1657253,205692760
14669,40GP,DRY,2,,,HUAFANG COMPANY LIMITED ,MGA HAITI S.A ,1) SAME AS CONSIGNEE ,,,1145 ROLLS TEXTILE PIECE GOODS INV.NO:MQ6651 HS CODE 5210390092 USD 0.00 S.D.L.P   PO# FWC6C/FWNP63S/FWNP63SWM/ FWNP63SWWM   NO.1-1145   QTY:,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,QINGDAO,MANZANILLO - PA,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-16-1-PONU1605373,1,1,0,0,44136,China,0,Panama,PONU1605373,581265507
14659,40HC,DRY,2,,,SLOT FRANS AND CO. B.V. ,RALPH IMPORT EXPORT ,RALPH IMPORT EXPORT ,,,1300 Bag 1300 / 1x50lbs poly netbags DUTCH YELLOW ONIONS stacked on 20 pallets USD 0.00 N/M,OIGNONS,ROTTERDAM,MANZANILLO - PA,PORT-AU-PRINCE,NETHERLANDS,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,WESTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-10-1-SUDU5296152,1,1,0,0,44136,Netherlands,0,Panama,SUDU5296152,205839490
14649,40HC,DRY,2,,,SLOT FRANS AND CO. B.V. ,RALPH IMPORT EXPORT ,RALPH IMPORT EXPORT ,4680, SAC EN TISSU,1560 Bag 520 / 1x25lbs poly netbags DUTCH YELLOW ONIONS stacked on 4 pallets USD 0.00 N/M,OIGNONS,ROTTERDAM,MANZANILLO - PA,PORT-AU-PRINCE,NETHERLANDS,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,WESTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-12-1-MNBU3119770,1,1,0,88530,44136,Netherlands,2,Panama,MNBU3119770,205839682
14639,40HCR,reefer,2,,,BLUE WATER SHIPPING US INC ,PREMIUM FOOD DISTRIBUTION ( PDF ) ,PREMIUM FOOD DISTRIBUTION ( PDF ) ,1754, CARTON,1754 Cases 1754 CASES FROZEN CHICKEN LEG QUARTERS NET WEIGHT: 26310.79 KGS USD 0.00 N/M,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",HOUSTON - TX,MANZANILLO - PA,PORT-AU-PRINCE,USA,PANAMA,HAITI,NORTH AMERICA,CENTRAL AMERICA,CARIBBEAN,NA_WEST SOUTH CENTRAL,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,SEALAND,SEA,SLD_11-19-2020_SYD-13-1-MNBU4119748,1,1,0,27353,44136,USA,2,Panama,MNBU4119748,911126781
14629,40RF,reefer,2,,,CORPORACION AVICOLA S.A. ,SOGEDIPA  S.A ,SOGEDIPA  S.A ,1876, CARTON,1X40'RH STC: 1876 CARTONS FROZEN CHICKEN FEET GRADE B+ PESO NETO MERCADERíA: 28140.000 KGS. USD 0.00 .,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",VILLETA,MANZANILLO - PA,PORT-AU-PRINCE,PARAGUAY,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153NSUD,ARKADIA,HAMBURG SUD NORTH AMERICA INC.,SEA,HAM_11-19-2020_SYD-3-1-MSWU9084570,1,1,0,29078,44136,Paraguay,2,Panama,MSWU9084570,SUDU50646A6RL00
14619,20GP,DRY,1,,,BALADEWA LIMITED ,MSC TRADING S.A ,MSC TRADING S.A ,,,24750 ROLLS ELECTRO GALVANIZED IRON WIRE Shipper Provided HS Code : 721720 MRKU6665270 USD 0.00 N/M,"FILS , CABLES EN ACIER INOXYDABLE",TIANJIN XINGANG,BALBOA,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-4-1-MRKU6665270,1,1,0,0,44136,China,0,Panama,MRKU6665270,205070779
14609,20GP,DRY,1,,,BALADEWA LIMITED ,MSC TRADING S.A ,MSC TRADING S.A ,,,24750 ROLLS ELECTRO GALVANIZED IRON WIRE Shipper Provided HS Code : 721720 MRKU6665270 USD 0.00 N/M,"FILS , CABLES EN ACIER INOXYDABLE",TIANJIN XINGANG,BALBOA,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44154,153N,ARKADIA,MAERSK LINE,SEA,MAE_11-19-2020_SYD-4-1-SUDU1733608,1,1,0,0,44136,China,0,Panama,SUDU1733608,205070779
14599,20GP,DRY,1,,,TEREOS ACUCAR E ENERGIA BRASIL SA ,TO ORDER ,TROPIC S A ,,,26 MT OF BRAZILIAN REFINED SUGAR USD 0.00 N/M,SUCRES,SANTOS,KINGSTON,LAFITO,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,1020,44154,0RU3DR1MA,BF CALOOSA,CMA/CGM,SEA,CMA_11-19-2020_SYD-115-1-CAIU3158882,1,1,0,0,44136,Brazil,0,Jamaica,CAIU3158882,SSZ0834846
